player_id,role,fname,lname,name,mapped_role,position,f_pos
e1e6299a,Unknown,Ambikeshwar,Mishra,Ambikeshwar Deviprasad Mishra,,,Allrounder
ee4e7305,Allrounder,Iqbal,Sikander,Mohammad Iqbal Sikander,Allrounder,,Allrounder
fe5175ce,Unknown,Yasir,Mohammad,Yasir Saeed Mohammad,,Batsman,Batter
658aedea,Unknown,Megan,Gibbs,Megan Lisa Gibbs,,,
cdd9fa95,Bowler,Shahab,Alam,Shahab Alam,Bowler,,Bowler
8f93efd3,Opening batter,Kevin,Kasuza,Kevin Tatenda Kasuza,Batter,,Batter
0cea2730,Unknown,Jaron,Pakeman,Jaron Pakeman,,,Allrounder
f2800ef3,Bowler,Yasir,Shah,Yasir Shah,Bowler,,Bowler
e0dc1759,Unknown,Nick,Phillips,Nicholas Charles Phillips,,,
4eb02f2e,Bowling allrounder,Tharindu,Rathnayake,Konganige Tharindu Hasanka Rathnayake,Allrounder,,Allrounder
50da0072,Top-order batter,Norm,O'Neill,Norman Clifford Louis O'Neill,Batter,,Batter
c1436ec9,Unknown,Nicole,Prix,Nicole Crissy St Prix,,,
aaccb8ca,Bowler,Iqra,Sahar,Iqra Sahar,Bowler,,Bowler
27fa592f,Bowler,Maisy,Gibson,Maisy Leigh Gibson,Bowler,,Bowler
a482add2,Unknown,Kaushal,Rodrigo,Kodimarakkalage Tharindu Kaushal Rodrigo,,Bowler,Bowler
6ec13131,Unknown,Shah,Hussain,Shah Abrar Hussain,,Bowler,Bowler
8ea44a61,Wicketkeeper batter,Joyleen,Kaur,Joyleen Kaur,Wicketkeeper,,Wicketkeeper
830a3bd7,Unknown,Athol,Rowan,Athol Matthew Burchell Rowan,,,
46ff5194,Unknown,Mohammed,Younis,Mohammed Younis,,,
26782b4e,Unknown,Michael,Granger,Michael Leigh Granger,,,Allrounder
25156cae,Unknown,Katie,Glynn,Katie Alexandra Glynn,,,
10bfc959,Unknown,Neville,Tufnell,Neville Charsley Tufnell,,,
107c26fb,Bowler,Kwena,Maphaka,Kwena Tshegofatso Maphaka,Bowler,,Bowler
39e599c8,Batter,Adam,McAuley,Adam McAuley,Batter,,Batter
3186fb56,Unknown,Joyraz,Sheik,Joyraz Sheik Emon,,,
865eae1f,Middle-order batter,Maddy,Green,Madeline Lee Green,Batter,,Wicketkeeper
e1214f03,Unknown,Jyoti,Pandey,Jyoti Pandey,,Batsman,Wicketkeeper
6798b28e,Unknown,Sumit,Singh,Sumit Pratap Singh,,,Allrounder
31e410a0,Unknown,Georgia,Clarke,Georgia Louise Clarke,,,
5e0bb751,Unknown,Shagharai,Sefat,Shagharai Sefat,,Allrounder,Allrounder
da4f9274,Allrounder,Naijanni,Cumberbatch,Naijanni Rhema Cumberbatch,Allrounder,,Allrounder
44d623c9,Unknown,Jirasak,Pakhiaokajee,Jirasak Pakhiaokajee,,,Allrounder
090f9211,Bowler,Shahadat,Hossain,Kazi Shahadat Hossain,Bowler,,Bowler
35230fa3,Unknown,Samantha,Haggo,Samantha Haggo,,Allrounder,Allrounder
679ebeed,Opening batter,Gordon,Greenidge,Cuthbert Gordon Greenidge,Batter,,Batter
3995b30e,Unknown,Clive,Halse,Clive Grey Halse,,,
aec72ed1,Unknown,Bill,Brown,William Alfred Brown,,,
80ec5dfd,Allrounder,Andy,Blignaut,Arnoldus Mauritius Blignaut,Allrounder,,Allrounder
97334324,Unknown,Mohd,Israr,Mohd Israr Azeem Khan,,Bowler,Bowler
17c02b38,Unknown,Pradeep,Chamoli,Pradeep Chamoli,,,Allrounder
f380525a,Unknown,Saad,Khalid,Saad Khalid,,,Allrounder
791b8fac,Unknown,Mohit,Ahlawat,Mohit Ahlawat,,,Allrounder
709b0bac,Top-order batter,Saurabh,Tiwary,Saurabh Sunil Tiwary,Batter,,Batter
de6c2c6e,Top-order batter,Scott,Steel,Scott Steel,Batter,,Batter
8e7adf3c,Unknown,Kylie,Griffiths,Kylie Ann Griffiths,,,
bcd1f525,Unknown,Kate,Heffernan,Kate A Heffernan,,,Allrounder
b0358c6d,Unknown,Wintley,Burton,Wintley Aljean Etienne Burton,,Wicketkeeper,Wicketkeeper
f655d740,Bowling allrounder,Calvin,Harrison,Calvin Grant Harrison,Allrounder,,Allrounder
694dc2aa,Batter,Mohibullah,Oryakhel,Mohibullah Paak Oryakhel,Batter,,Batter
a600bb05,Unknown,Glendon,Gibbs,Glendon Lionel Gibbs,,,
3bf40832,Wicketkeeper batter,Gihahn,Cloete,Gihahn Love Cloete,Wicketkeeper,,Wicketkeeper
28e0f645,Unknown,Saad,Khan,Saad Khan,,Batsman,Batter
24e3f53e,Unknown,Pradipta,Pramanik,Pradipta Jagadish Pramanik,,Allrounder,Allrounder
0070ed27,Unknown,Glen,Walklin,Glen Michael Walklin,,,
44cc7766,Unknown,Iqlas,Naha,VP Iqlas Naha,,Allrounder,Allrounder
20081969,Unknown,Pradeep,Dadhe,Pradeep Changdev Dadhe,,Bowler,Bowler
1d1a15fa,Unknown,Sebastian,Suarez,Sebastian Suarez,,,Allrounder
69e23303,Batter,Shahadat,Hossain,Shahadat Hossain Dipu,Batter,,Batter
59c770e7,Unknown,Iqra,Ishaq,Iqra Ishaq,,,Allrounder
b2498b5d,Unknown,Saad,Masood,Saad Masood,,Allrounder,Allrounder
3cd10113,Unknown,Saad,Janjua,Saad Khan Janjua,,,Allrounder
fcbd6eb8,Unknown,Curtis,Heaphy,Curtis George Heaphy,,Wicketkeeper,Wicketkeeper
7e83cef2,Bowler,Mohit,Avasthi,Mohit Anil Avasthi,Bowler,,Bowler
2e287171,Unknown,Prabha,Raghunath,Prabha Raghunath,,,Allrounder
fa9fdefa,Unknown,Kayleen,Green,Kayleen Ann Green,,,Wicketkeeper
5904a1d4,Unknown,Carl,Greenidge,Carl Gary Greenidge,,,
25f41078,Unknown,Carlos,Gibson,Carlos Gibson,,,Allrounder
3fbb43a9,Allrounder,Saad,Nasim,Hafiz Saad Nasim,Allrounder,,Allrounder
7b09e19c,Unknown,Kaif,Ahmed,Kaif Ahmed,,Batsman,Batter
8de618ab,Unknown,Saif,Ahmad,Saif Ali Ahmad,,Allrounder,Allrounder
ade5c0c0,Middle-order batter,Yasmeen,Khan,Yasmeen Khan,Batter,,Wicketkeeper
4052ab5c,Unknown,Mohit,Jangra,Mohit Jangra,,,Allrounder
0f9b21b4,Unknown,Walter,Hadlee,Walter Arnold Hadlee,,,
1ccd4054,Unknown,Kainat,Qazi,Kainat Qazi,,,Allrounder
c604571d,Unknown,Cliff,Gladwin,Clifford Gladwin,,,
f1b6307c,Wicketkeeper batter,Syed,Kirmani,Syed Mujtaba Hussein Kirmani,Wicketkeeper,,Wicketkeeper
594a0dec,Unknown,Salome,Sunday,Salome Sunday,,,Allrounder
5f862ccd,Unknown,Sripali,Weerakkody,Sripali Shiromala Weerakkody,,Allrounder,Allrounder
7b3bdc2f,Unknown,Sam,Varcoe,Samuel Scott Varcoe,,,Allrounder
f48d2a3a,Unknown,Gemma,Lane,Gemma L Lane,,Bowler,Bowler
f2598f58,Unknown,Mohit,Jain,Mohit Pradeep Jain,,,Allrounder
fae59566,Unknown,Getrude,Mushi,Getrude Leopold Mushi,,,Allrounder
bce3c798,Unknown,Chandi,Wickramasinghe,Wickramasinghe Arachchige Chandi Wickramasinghe,,,
ae1bd901,Bowler,Paul,Adams,Paul Regan Adams,Bowler,,Bowler
0bd536fb,Bowler,Pipi,Raho,Pipi Raho,Bowler,,Bowler
a454fa21,Unknown,Saahil,Jain,Saahil Manoj Jain,,,Allrounder
caabc8e4,Unknown,Mohit,Kumar,Mohit Kumar,,Wicketkeeper,Wicketkeeper
d1504c13,Unknown,Sonita,Akenji,Sonita Abang Akenji,,,Allrounder
c5445834,Unknown,Sajad,Stanikzay,Sajad Stanikzay,,,Allrounder
95a06106,Bowler,George,Scrimshaw,George Louis Sheridan Scrimshaw,Bowler,,Bowler
9ad3a550,Unknown,Sumit,Singh,Sumit Singh,,,Allrounder
b79932e1,Unknown,Prajna,Jagdeesha,Prajna Jagdeesha,,,Allrounder
953be550,Unknown,Wasim,Akram,Wasim Akram Haslim,,Bowler,Bowler
b2e7bf8b,Unknown,Charles,Macartney,Charles George Macartney,,,
c59d8f8a,Middle-order batter,Kyle,Hope,Kyle Antonio Hope,Batter,,Batter
4ead11e6,Unknown,Dusty,Tapscott,George Lancelot Tapscott,,,
6c18c062,Unknown,Kulbhushan,Jadhav,Kulbhushan Anill Jadhav,,,Allrounder
deae3c43,Unknown,Mohit,Mittan,Mohit Mittan,,Batsman,Batter
7467fe01,Opening batter,Winifred,Duraisingam,Winifred Anne Duraisingam,Batter,,Batter
207ba61e,Unknown,Gemma,Triscari,Gemma Louise Triscari,,Bowler,Bowler
ccceaca9,Unknown,Yasser,Nazir,Yasser Nazir,,,Allrounder
f848ab0b,Unknown,Prakash,Bhatt,Prakash Jitendrabhai Bhatt,,,
dfeb5a99,Unknown,Prakash,Seet,Prakash Nimay Seet,,Bowler,Bowler
e5b78474,Unknown,Mohit,Mongia,Mohit Nayan Mongia,,Batsman,Batter
83b5f6f6,Unknown,Satyam,Subhash,Satyam Subhash,,Allrounder,Allrounder
c0b2518a,Unknown,Waheed,Aamir,Waheed Aamir,,,Allrounder
1b50b31e,Unknown,Gilbert,Jessop,Gilbert Laird Jessop,,,
19758a47,Unknown,Christopher,Osborne,Christopher Graham Osborne,,Bowler,Bowler
e746e6b9,Unknown,Christopher,Liptrot,Christopher George Liptrot,,,
0075a47b,Unknown,Scarlett,Hughes,Scarlett TA Hughes,,Wicketkeeper,Wicketkeeper
a84ccd7d,Bowler,Sumon,Khan,Sumon Khan,Bowler,,Bowler
a6179255,Unknown,Stephanus,Ackermann,Stephanus Theodorus Ackermann,,,
a6a42dd2,Bowler,Chamath,Gomez,Chamath Piripun Gomez,Bowler,,Bowler
fefd324c,Wicketkeeper,Katie,Jones,Katherine Abigail Jones,Wicketkeeper,,Wicketkeeper
ae091d39,Batter,Swapnil,Asnodkar,Swapnil Ashok Asnodkar,Batter,,Batter
39503052,Unknown,Saba,Syeda,Saba Ali Syeda,,,Allrounder
9714e764,Bowler,Kainat,Imtiaz,Kainat Imtiaz,Bowler,,Bowler
9e29431f,Unknown,Pragnay,Reddy,Malgari Sai Pragnay Reddy,,Batsman,Wicketkeeper
479f9b04,Allrounder,Simon,Milenko,Simon Alexander Milenko,Allrounder,,Allrounder
ef69619a,Unknown,Pramesh,Parab,Pramesh Pramod Parab,,,
56cc69ad,Bowler,Carl,Rackemann,Carl Gray Rackemann,Bowler,,Bowler
78eb4223,Bowler,Kemar,Roach,Kemar Andre Jamal Roach,Bowler,,Bowler
ade90de7,Bowler,Sudhesan,Midhun,Sudhesan Midhun,Bowler,,Bowler
ba377b40,Bowling allrounder,Graeme,Buuren,Graeme Lourens van Buuren,Allrounder,,Allrounder
6b68d7b3,Bowler,Wafadar,Momand,Wafadar Momand,Bowler,,Bowler
78158fc6,Unknown,Guy,Walker,Guy Lyndsay Walker,,Bowler,Bowler
f6f60dca,Unknown,Pramod,Chandila,Pramod Chandila,,Batsman,Batter
b3118300,Bowler,Wahab,Riaz,Wahab Riaz,Bowler,,Bowler
f3c3a7c3,Unknown,'Dad',Weir,Gordon Lindsay Weir,,,
4291f081,Bowler,Kayley,Knight,Kayley A Knight,Bowler,,Bowler
876ed858,Unknown,Chris,Grant,Chris Grant,,,
742373a0,Opening batter,Mohsin,Khan,Mohsin Hasan Khan,Batter,,Batter
789944c9,Unknown,Sabahat,Rasheed,Sabahat Rasheed,,,Allrounder
56dd8280,Unknown,Pranab,Roy,Pranab Roy,,,
5b9b3c32,Unknown,Kirstan,Kallicharan,Kirstan Ajay Kallicharan,,Batsman,Batter
a6a22a96,Unknown,Sabah,Nawab,Sabah Nawab,,,Allrounder
02635912,Unknown,Stefan,Tait,Stefan Tait,,Bowler,Bowler
6d27e42d,Unknown,Wahidullah,Usmani,Wahidullah Usmani,,Allrounder,Allrounder
7785176c,Unknown,Salil,Ankola,Salil Ashok Ankola,,,
005e2cc1,Unknown,Leslie,Wight,George Leslie Wight,,,
218d7e5d,Unknown,Sunghoon,Cho,Sunghoon Cho,,,Allrounder
6913e38e,Allrounder,Wahidullah,Sahak,Wahidullah Sahak,Allrounder,,Allrounder
e72046b7,Unknown,Sarah,Tambala,Sarah Tambala,,,
62708dce,Unknown,Siteri,Tabuisulu,Siteri Tabuisulu,,,Allrounder
fb6f77ae,Bowler,Mohsin,Kamal,Mohsin Kamal,Bowler,,Bowler
721a8d8e,Unknown,Sendhil,Tambidoure,Sendhil Tambidoure,,,
eaa76d3c,Batting allrounder,Cameron,Green,Cameron Donald Green,Allrounder,,Allrounder
68c56d09,Bowler,Kyle,Jamieson,Kyle Alex Jamieson,Bowler,,Bowler
f3027472,Unknown,Mantu,Banerjee,Sudangsu Abinash Banerjee,,,
2a426535,Unknown,P,Ranganathan,P Ranganathan,,,
db3e90af,Unknown,Gordon,Rowe,Charles Gordon Rowe,,,
9a5f2863,Allrounder,Mohit,Rathee,Mohit Rathee,Allrounder,,Allrounder
75017a29,Unknown,Gregor,MacGregor,Gregor MacGregor,,,
809ab8d4,Unknown,Sulaiman,Tarawally,Sulaiman Tarawally,,,Allrounder
b3213c74,Unknown,Mohor,Sheikh,Mohor Sheikh,,Bowler,Bowler
3df3f50b,Bowler,Waheed,Ahmed,Waheed Ahmed,Bowler,,Bowler
792d0178,Bowler,Waheeda,Akhtar,Waheeda Akhtar,Bowler,,Bowler
be18423d,Unknown,Bill,Hunt,William Alfred Hunt,,,
f0380005,Unknown,Pranshu,Vijayran,Pranshu Surajmal Vijayran,,,Allrounder
6c0f82e6,Unknown,Avinash,Jadhav,Yash Avinash Jadhav,,Wicketkeeper,Wicketkeeper
047e80ca,Unknown,Sabbir,Hossain,Sabbir Hossain,,,Allrounder
c33d8116,Bowler,Mohsin,Khan,Mohsin Khan,Bowler,,Bowler
7147f314,Middle-order batter,Sabbir,Rahman,Mohammad Sabbir Rahman,Batter,,Batter
6dde8e45,Unknown,Steenstra,Toussaint,Caroline Ghislaine Steenstra Toussaint,,,Allrounder
86ac0262,Unknown,Sam,Mills,Sam Mills,,Bowler,Bowler
8f30d191,Bowler,Katie,Levick,Katie Ann Levick,Bowler,,Bowler
9e49b9ab,Unknown,Wajahatullah,Wasti,Syed Wajahatullah Wasti,,Allrounder,Allrounder
989bb130,Unknown,Kaleem,Shah,Syed Kaleem Raza Shah,,,Allrounder
b9539fb8,Unknown,Silvan,Taylor,Silvan Taylor,,,
036dcf9b,Bowler,Saber,Zakhil,Saber Zakhil,Bowler,,Bowler
2058d48d,Unknown,Waheedullah,Shafaq,Syed Waheedullah Shafaq,,Batsman,Batter
72253b87,Bowler,Kaleemullah,Kaleemullah,Kaleemullah,Bowler,,Bowler
b2e1d224,Top-order batter,Gyanendra,Malla,Gyanendra Malla,Batter,,Wicketkeeper
a19bad04,Top-order batter,Chris,Taylor,Christopher Glyn Taylor,Batter,,Batter
f9914229,Unknown,Wajid,Shah,Wajid Shah Mohammad,,,
eab5873d,Unknown,Sydney,Callaway,Sydney Thomas Callaway,,,
bbbc7d28,Unknown,Prashant,Awasthi,Prashant Awasthi,,,Allrounder
95bf6b2a,Unknown,Georgia,Mallet,Georgia Mallet,,,Allrounder
7ac2985a,Unknown,Pranav,Gupta,Pranav Gupta,,,Allrounder
a21d62c9,Unknown,Anish,Prasad,Anish Rambabu Prasad,,,Allrounder
2669d6b7,Unknown,Mohsin,Khan,Mohsin Khan,,Bowler,Bowler
4ffcc6b8,Bowler,Syed,Ali,Syed Abid Ali,Bowler,,Bowler
dff2050b,Bowler,Chamika,Gunasekara,Chamika Deemantha Gunasekara,Bowler,,Bowler
14810ee7,Bowler,Kaleem,Sana,Kaleem Sana Rehman,Bowler,,Bowler
6b07035d,Allrounder,Kadeem,Alleyne,Kadeem Alleyne,Allrounder,,Allrounder
941dfb84,Unknown,Mohsin,Shabbir,Mohsin Shabbir Rajput,,,Allrounder
fb8e2243,Unknown,Kalyani,Dhokarikar,Kalyani Dhokarikar,,,
bef1e733,Unknown,Shanthan,Charles,Shanthan Tori Charles,,,
ad1e02b4,Unknown,Prashant,Gupta,Prashant SK Gupta,,Allrounder,Allrounder
dc3d4d72,Unknown,Bill,Johnston,William Arras Johnston,,,
6c19c6e5,Opening batter,Yashasvi,Jaiswal,Yashasvi Bhupendra Kumar Jaiswal,Batter,,Batter
c2ac0db5,Bowler,Courtney,Sippel,Courtney Grace Sippel,Bowler,,Bowler
2a7b9e74,Unknown,Godfrey,Mangau,Godfrey Mangau,,Bowler,Bowler
fac298ff,Allrounder,Gareth,Andrew,Gareth Mark Andrew,Allrounder,,Allrounder
09c766ec,Unknown,Mohsin,Zaki,Mohsin Zaki,,,Allrounder
02b4558e,Unknown,Santosh,Mishra,Santosh Mishra,,,
0a15f357,Unknown,Prashant,Shukla,Prashant Shukla,,Bowler,Bowler
feb37330,Wicketkeeper batter,Moin,Khan,Mohammad Moin Khan,Wicketkeeper,,Wicketkeeper
d95b219a,Unknown,Sabin,Chettri,Sabin Chettri,,,Allrounder
ed79b839,Unknown,Sunil,Roul,Sunil Kumar Sarada Prasad Roul,,Bowler,Bowler
a6898f7a,Unknown,Goabilwe,Matome,Goabilwe Matome,,,Allrounder
9bc8a09c,Unknown,Sabir,Zahoor,Sabir Zahoor,,,Allrounder
f9d26872,Unknown,Waleed,Waqar,Waleed Waqar,,,Allrounder
ef423744,Unknown,Chathurani,Abeyratne,Chathurani Hemamali Abeyratne,,,Allrounder
81d5b4a4,Unknown,Sylvester,Clarke,Sylvester Theophilus Clarke,,,
cb5ed982,Unknown,Subroto,Banerjee,Subroto Tara Banerjee,,,
896af800,Unknown,Steven,Bruin,Steven Thijs de Bruin,,,
0e0afd8b,Allrounder,Malachi,Jones,Malachi Olin Jones,Allrounder,,Allrounder
9037ff98,Unknown,George,Carew,George McDonald Carew,,,
2a04400b,Bowler,Sabir,Ali,Sabir Ali,Bowler,,Bowler
f28024b6,Unknown,Sarah,Cowan,Sarah Terese Cowan,,,
d92d8446,Unknown,Gregory,Mahlokwana,Gregory Mahlokwana,,Allrounder,Allrounder
279d1dc1,Unknown,Kalyan,Manne,Kalyan Manne,,,Allrounder
b0fb2450,Bowler,Mohsin,Mulla,Mohsin Mulla,Bowler,,Bowler
270416d5,Unknown,Waleed,Yaqub,Waleed Yaqub,,,
6892f9c3,Unknown,Waji,Hassan,Waji Ul Hassan,,,Allrounder
60b46ad1,Unknown,Marty,Kain,Martin Owen Kain,,,Allrounder
d7265622,Unknown,Gohar,Manan,Gohar Manan,,Batsman,Batter
2006090a,Unknown,Mohsin,Raza,Mohsin Raza,,Allrounder,Allrounder
1f0b8f44,Middle-order batter,Prasanth,Kumar,Dara Bengimen Prasanth Kumar,Batter,,Batter
0b60eb09,Bowler,Keshav,Maharaj,Keshav Athmanand Maharaj,Bowler,,Bowler
f53fa89c,Unknown,Chado,Om,Chado Om,,,Allrounder
5b2a1532,Unknown,Prashant,Singh,Prashant Kumar Singh,,,Allrounder
48ec1360,Bowler,Sabikun,Jesmin,Sabikun Nahar Jesmin,Bowler,,Bowler
e16e7347,Top-order batter,Craig,Williams,Craig George Williams,Batter,,Batter
8eb52953,Bowler,Sabnam,Rai,Sabnam Rai,Bowler,,Bowler
f39013c1,Unknown,Chabungbam,Ishworjit,Chabungbam Singh Ishworjit,,,Allrounder
e793a8ed,Batting allrounder,Chaitanya,Bishnoi,Chaitanya Bishnoi,Allrounder,,Allrounder
331e137f,Unknown,Walid,Ghauri,Walid Ghauri,,Allrounder,Allrounder
c4281e43,Unknown,Waleed,Rana,Waleed Rana,,Allrounder,Allrounder
9b35c92a,Unknown,Prassanna,Haran,Prassanna Haran,,,
78e46415,Unknown,Kamal,Merchant,Kamal Merchant,,,
9b7cce15,Unknown,Pratap,Singh,Alok Pratap Singh,,Bowler,Bowler
d13e5a0d,Unknown,Sabreen,Zaki,Sabreen Zaki,,,Allrounder
f6332130,Unknown,Walter,Toppo,Walter Sushil Toppo,,,Allrounder
6926399e,Unknown,Kamalesh,Thakur,Kamalesh Thakur,,,
54ef649e,Allrounder,Thikshila,Silva,Sammu Nirwantha Thikshila de Silva,Allrounder,,Allrounder
37fec7f9,Unknown,Scott,Brant,Scott Andrew Brant,,,
2cef25f0,Unknown,Maxwell,Okello,Maxwell Okello,,,
fdcfd4aa,Unknown,Stephen,Harris,Stephen David Harris,,,
b3ba0c35,Unknown,Kamal,Raiz,Kamal Raiz,,Bowler,Bowler
77851c2d,Unknown,Stacy-Ann,King,Stacy-Ann Camille-Ann King,,,Allrounder
badef0dc,Unknown,Omary,Kitunda,Mohamed Omary Kitunda,,,Wicketkeeper
2ad22b51,Unknown,Steve,Bucknor,Stephen Anthony Bucknor,,Wicketkeeper,Wicketkeeper
f0c86c2d,Unknown,Chanderpal,Saini,Chanderpal Saini,,,Allrounder
4046c8ea,Unknown,Sunil,Salam,Sunil Singh Dhananjoy Salam,,,Allrounder
de0a3209,Middle-order batter,Mominul,Haque,Mominul Haque,Batter,,Batter
6c2df19e,Unknown,George,Emmett,George Malcolm Emmett,,,
b94c13e3,Unknown,Chamara,Silva,Hendahewage Manjula Nishantha Chamara Silva,,Batsman,Batter
0b75f68c,Unknown,Gary,McClintock,Gary McClintock,,,Allrounder
f1fa4143,Unknown,George,Fullerton,George Murray Fullerton,,,
46f4a901,Unknown,Graham,McCrea,Graham McCrea,,,
a426d172,Unknown,Charlie,Hallows,Charles Hallows,,,
afa2ebba,Unknown,Kamran,Ahmadzai,Kamran Ahmadzai,,Allrounder,Allrounder
5ad508c9,Top-order batter,Sam,Evans,Sam Thomas Evans,Batter,,Batter
dbd30397,Wicketkeeper batter,Gwenan,Davies,Gwenan Mai Davies,Wicketkeeper,,Wicketkeeper
0880293f,Batter,Chamil,Perera,Induruwalage Chamil Dumidu Perera,Batter,,Batter
1e1106d5,Unknown,Sujith,Thennakoon,Sujith Thennakoon,,,
f014651a,Unknown,Martin,Okoth,Martin Okoth Ndandason,,,Allrounder
45477249,Allrounder,Maurice,Odumbe,Maurice Omondi Odumbe,Allrounder,,Allrounder
fe4d18dd,Unknown,Wang,Jing,Wang Jing,,,Allrounder
4992d6f6,Opening batter,Stephen,Doheny,Stephen Thomas Doheny,Batter,,Wicketkeeper
dc9dd038,Batter,Sachin,Baby,Sachin Baby,Batter,,Batter
f3c217a9,Unknown,Wang,Liuyang,Wang Liuyang,,,Wicketkeeper
adbeaa6f,Unknown,Wang,Wanyu,Wang Luo Wanyu,,,Allrounder
15f22756,Unknown,Steffen,Bulbring,Steffen Louis Bulbring,,,
c84a3e06,Unknown,Wang,Huiying,Wang Huiying,,,Allrounder
3d172a03,Unknown,Prathamesh,Gawas,Prathamesh Chandrakant Gawas,,,Allrounder
c1fdfb46,Top-order batter,Pavan,Rathnayake,Pavan Rathnayake,Batter,,Batter
5b4e5d3d,Unknown,Wang,Meng,Wang Meng,,,Allrounder
ff077124,Wicketkeeper batter,Kamran,Akmal,Kamran Akmal,Wicketkeeper,,Wicketkeeper
de12e7a8,Unknown,Geoff,Griffin,Geoffrey Merton Griffin,,,
1d09dda7,Unknown,Kamal,Das,Kamal Sudhir Das,,,Allrounder
c2aaa4be,Unknown,Yash,Kothari,Yash Kothari,,Batsman,Batter
35f4cf7e,Allrounder,Kamran,Ghulam,Kamran Ghulam,Allrounder,,Allrounder
ddc2613d,Unknown,Sachin,Shinde,Sachin Ganpat Shinde,,Batsman,Batter
96bb4af9,Batter,Kyle,Corbin,Kyle Anthony McDonald Corbin,Batter,,Batter
512226fb,Unknown,Steven,Farrell,Steven James Farrell,,,
760f445b,Unknown,Monir,Hossain,Monir Hossain Khan,,Bowler,Bowler
12c9c558,Unknown,Wang,Qi,Wang Qi,,,Allrounder
de43472d,Bowler,Andrew,Britton,Samuel Andrew Britton,Bowler,,Bowler
c4022bff,Allrounder,Betty,Chan,Chan Ka Man,Allrounder,,Allrounder
36fc8d18,Unknown,Gavin,Ewing,Gavin Mackie Ewing,,,Allrounder
f18e00c2,Unknown,Chandan,Ray,Chandan Nagandra Ray,,,Allrounder
53f45cb5,Bowler,Prateek,Jain,Prateek Arvindkumar Jain,Bowler,,Bowler
4e1b02fb,Allrounder,Kamran,Hussain,Mohammad Kamran Hussain,Allrounder,,Allrounder
075e9f9c,Unknown,Moniruzzaman,Moniruzzaman,AI Mohammad Moniruzzaman,,,Allrounder
53605830,Unknown,Prathamesh,Dake,Prathamesh Ganesh Dake,,Bowler,Bowler
3818fb90,Unknown,Steven,Caines,Steven Caines,,,
a7cd72b2,Middle-order batter,Shemaine,Campbelle,Shemaine Altia Campbelle,Batter,,Wicketkeeper
d4d4adcd,Middle-order batter,Pratik,Das,Pratik Pradipkumar Das,Batter,,Batter
ccdd8308,Bowler,Steven,Finn,Steven Thomas Finn,Bowler,,Bowler
8f2c2c58,Unknown,Kamal,Raja,Kamal Raja,,,
fb24e76c,Bowling allrounder,Monu,Kumar,Monu Kumar Singh,Allrounder,,Allrounder
3043796f,Unknown,Wang,Yu,Wang Yu,,,Allrounder
21bfd654,Unknown,Pratik,Agnihotri,Pratik Agnihotri,,,Allrounder
3da7a16e,Bowler,Sai,Eyyunni,Sai Tanmayi Eyyunni,Bowler,,Bowler
f86da787,Unknown,Moses,Owesi,Moses Oduor Owesi,,,
31366b7e,Unknown,Gustav,Mckeon,Gustav Mckeon,,Allrounder,Allrounder
3dba85c2,Unknown,Wilkin,Mota,Wilkin Arvind Mota,,,Allrounder
e3626fb1,Unknown,Pratik,Desai,Pratik Desai,,Batsman,Batter
8d742853,Batter,Georgia,Hennessy,Georgia May Hennessy,Batter,,Batter
f8c7484e,Unknown,Sachidanand,Pandey,Sachidanand Pandey,,,Allrounder
3aca2ed5,Unknown,Shizuka,Miyaji,Shizuka Miyaji,,,Allrounder
3c567308,Bowler,Charlotte,Chan,Chan Sau Har,Bowler,,Bowler
f9f21866,Opening batter,Pratham,Singh,Pratham Singh,Batter,,Batter
8de34db0,Unknown,Charles,Kariuki,Charles Kariuki Mwangi:,,,
402f5d18,Unknown,Sophie,Mitchelmore,Sophie Mitchelmore,,Batsman,Batter
13d0dec5,Unknown,Sachin,Solanki,Sachin Solanki,,,
64f8956f,Unknown,Ghulam,Guard,Ghulam Mustafa Guard,,,
e9fd2634,Unknown,Pratik,Salunke,Pratik Subhash Salunke,,Batsman,Batter
76b0c2ac,Bowler,Sunil,Yadav,Sunil Harishkumar Yadav,Bowler,,Bowler
7e8bcfc1,Unknown,Stephanie,Frohnmayer,Stephanie Teresa Frohnmayer,,,Allrounder
0848ac5f,Unknown,SanjayKumar,Thakor,SanjayKumar Thakor,,,Allrounder
9c3fd257,Unknown,Charana,Nanayakkara,Nanayakkaralage Charana Jayashanka Nanayakkara,,,
75186c24,Bowler,Kamran,Shazad,Kamran Shazad,Bowler,,Bowler
467c28f9,Wicketkeeper batter,Carl,Hartmann,Carl Hartmann,Wicketkeeper,,Wicketkeeper
cb4a3840,Unknown,Charanjeet,Singh,Charanjeet Singh,,Allrounder,Allrounder
0cf7e80f,Unknown,Wang,Zihao,Wang Zihao,,,Allrounder
f7bfa0ee,Unknown,Gemaal,Hussain,Gemaal Maqsood Hussain,,,
4ccbcd2f,Unknown,Marlin,Ortiz,Marlin Ortiz,,,Allrounder
5b351aff,Unknown,Pratik,Bais,Pratik Singh Bais,,,Allrounder
6a1fc8dd,Unknown,Pratik,Sargade,Pratik Sargade,,,Allrounder
f7c6ff20,Unknown,Mosabbek,Hossain,Mosabbek Hossain Shaan,,,
6990f99b,Unknown,Sammy,Woods,Samuel Moses James Woods,,,
a073f2ff,Unknown,Sudeep,Thakur,Sudeep Thakur,,Allrounder,Allrounder
